kategori,nama_wisata,latitude,longitude,alamat,provinsi,kota_kabupaten,nama_lengkap,deskripsi,path,path_gambar
pantai,Pantai Sanur,-8.6737949,115.2626771,"pantai sanur, Jalan Hang Tuah, Sanur Kaja, Denpasar Selatan, Denpasar ᬤᬾᬦ᭄ᬧᬲᬃ, Bali, Nusa Tenggara, 80030, Indonesia",Bali,Denpasar ᬤᬾᬦ᭄ᬧᬲᬃ,"Pantai Sanur, Denpasar ᬤᬾᬦ᭄ᬧᬲᬃ, Bali","Kota Denpasar (bahasa Bali: ᬤᬾᬦ᭄ᬧᬲᬃ Dénpasar) adalah ibu kota dan sekaligus menjadi pusat pemerintahan dan perekonomian dari Provinsi Bali, Indonesia. Denpasar adalah kota terbesar di Kepulauan Nusa Tenggara dan kota terbesar kedua di wilayah Indonesia Timur setelah Kota Makassar.",gambar_wisata/Pantai_Sanur,gambar_wisata/Pantai_Sanur
pantai,Pantai Sawarna,-6.9872744,106.3232487,"Pantai Legon Pari, Sawarna, Lebak, Jawa, Indonesia",,Lebak,"Pantai Sawarna, Lebak, nan",Deskripsi tidak ditemukan,gambar_wisata/Pantai_Sawarna,gambar_wisata/Pantai_Sawarna
pantai,Pantai Sekotong,-8.6112353,116.1068754,"Jalan Pantai Sekotong, Perumahan Pagutan, Kel. Pagutan Barat, Lingk. Bukit Ngandang, Mataram, Kec. Mataram, Nusa Tenggara Barat, Nusa Tenggara, 83117, Indonesia",Nusa Tenggara Barat,Mataram,"Pantai Sekotong, Mataram, Nusa Tenggara Barat",Nusa Tenggara Barat (disingkat NTB) ialah sebuah provinsi di Indonesia yang berada di bagian tengah Kepulauan Nusa Tenggara di antara provinsi Bali di sebelah barat dan provinsi Nusa Tenggara Timur di sebelah Timur. Pusat pemerintahan dan ibu kota provinsi ini berada di Kota Mataram.,gambar_wisata/Pantai_Sekotong,gambar_wisata/Pantai_Sekotong
pantai,Pantai Selong Belanak,-8.8700693,116.1607277,"Pantai Selong Belanak, batas Dusun Selong Belanak, Selong Belanak, Lombok Tengah, Nusa Tenggara Barat, Nusa Tenggara, Indonesia",Nusa Tenggara Barat,Lombok Tengah,"Pantai Selong Belanak, Lombok Tengah, Nusa Tenggara Barat","Templat:Desaserangan
Selong Belanak adalah salah satu desa yang terletak di Kecamatan Praya Barat, Kabupaten Lombok Tengah, Provinsi Nusa Tenggara Barat, Indonesia. Desa ini sebagian besar penduduknya bersuku Sasak.",gambar_wisata/Pantai_Selong_Belanak,gambar_wisata/Pantai_Selong_Belanak
pantai,Pantai Sembalun,-8.6010084,116.0752593,"Jalan Pantai Tanjung Karang, Lingk. Bendega, Kel. Tanjung Karang, Mataram, Kec. Sekarbela, Nusa Tenggara Barat, Nusa Tenggara, 83115, Indonesia",Nusa Tenggara Barat,Mataram,"Pantai Sembalun, Mataram, Nusa Tenggara Barat",Nusa Tenggara Barat (disingkat NTB) ialah sebuah provinsi di Indonesia yang berada di bagian tengah Kepulauan Nusa Tenggara di antara provinsi Bali di sebelah barat dan provinsi Nusa Tenggara Timur di sebelah Timur. Pusat pemerintahan dan ibu kota provinsi ini berada di Kota Mataram.,gambar_wisata/Pantai_Sembalun,gambar_wisata/Pantai_Sembalun
pantai,Pantai Seminyak,-8.6841122,115.1523646,"Pantai Seminyak, Seminyak, Kuta, Kuta Utara, Badung, Bali, Nusa Tenggara, Indonesia",Bali,Badung,"Pantai Seminyak, Badung, Bali","Seminyak adalah kelurahan di Kecamatan , Kabupaten Badung, Provinsi Bali, Republik Indonesia. Pantai yang terdapat di Kelurahan Seminyak antara lain Pantai KuDeTa, Pantai Seminyak (Pantai Camplung/Pantai Gado Gado), dan Pantai Double Six.",gambar_wisata/Pantai_Seminyak,gambar_wisata/Pantai_Seminyak
pantai,Pantai Senggigi,-8.4982125,116.0453563,"Pantai Senggigi, Senggigi, Lombok Barat, Nusa Tenggara Barat, Nusa Tenggara, Indonesia",Nusa Tenggara Barat,Lombok Barat,"Pantai Senggigi, Lombok Barat, Nusa Tenggara Barat",Nusa Tenggara Barat (disingkat NTB) ialah sebuah provinsi di Indonesia yang berada di bagian tengah Kepulauan Nusa Tenggara di antara provinsi Bali di sebelah barat dan provinsi Nusa Tenggara Timur di sebelah Timur. Pusat pemerintahan dan ibu kota provinsi ini berada di Kota Mataram.,gambar_wisata/Pantai_Senggigi,gambar_wisata/Pantai_Senggigi
pantai,Pantai Seseh,-8.645371,115.1143403,"Jalan Raya Pantai Seseh, Pererenan, Badung, Bali, Nusa Tenggara, 08456, Indonesia",Bali,Badung,"Pantai Seseh, Badung, Bali",Deskripsi tidak ditemukan,gambar_wisata/Pantai_Seseh,gambar_wisata/Pantai_Seseh
pantai,Pantai Sire,-8.6029369,116.1300819,"Jalan Pantai Sire, Lingk. Abian Tubuh Selatan, Kel. Abian Tubuh Baru, Mataram, Kec. Cakranegara, Nusa Tenggara Barat, Nusa Tenggara, 83232, Indonesia",Nusa Tenggara Barat,Mataram,"Pantai Sire, Mataram, Nusa Tenggara Barat",Nusa Tenggara Barat (disingkat NTB) ialah sebuah provinsi di Indonesia yang berada di bagian tengah Kepulauan Nusa Tenggara di antara provinsi Bali di sebelah barat dan provinsi Nusa Tenggara Timur di sebelah Timur. Pusat pemerintahan dan ibu kota provinsi ini berada di Kota Mataram.,gambar_wisata/Pantai_Sire,gambar_wisata/Pantai_Sire
pantai,Pantai Siung,-8.1821587,110.6839762,"Pantai Siung, Purwodadi, Tepus, Kabupaten Gunungkidul ꦏꦧꦸꦥꦠꦺꦤ꧀ꦒꦸꦤꦸꦁꦏꦶꦢꦸꦭ꧀, Daerah Istimewa Yogyakarta, Jawa, Indonesia",Daerah Istimewa Yogyakarta,Kabupaten Gunungkidul ꦏꦧꦸꦥꦠꦺꦤ꧀ꦒꦸꦤꦸꦁꦏꦶꦢꦸꦭ꧀,"Pantai Siung, Kabupaten Gunungkidul ꦏꦧꦸꦥꦠꦺꦤ꧀ꦒꦸꦤꦸꦁꦏꦶꦢꦸꦭ꧀, Daerah Istimewa Yogyakarta",Deskripsi tidak ditemukan,gambar_wisata/Pantai_Siung,gambar_wisata/Pantai_Siung
pantai,Pantai Soge,-8.2475592,111.2634287,"Pantai Soge, Pacitan, Jawa Timur, Jawa, 63572, Indonesia",Jawa Timur,Pacitan,"Pantai Soge, Pacitan, Jawa Timur",Deskripsi tidak ditemukan,gambar_wisata/Pantai_Soge,gambar_wisata/Pantai_Soge
pantai,Pantai Sorong,-0.7673552,131.4133775,"Batu Lobang Pantai, Sorong, Papua Barat Daya, Western New Guinea, Indonesia",Papua Barat Daya,Sorong,"Pantai Sorong, Sorong, Papua Barat Daya","Papua Barat Daya adalah sebuah provinsi di Indonesia, dan merupakan pemekaran dari provinsi Papua Barat pada tahun 2022. Papua Barat Daya menjadi provinsi ke-38 di Indonesia.",gambar_wisata/Pantai_Sorong,gambar_wisata/Pantai_Sorong
pantai,Pantai Sulamadaha,0.8626597,127.3352817,"Pantai Sulamadaha, Ternate, Maluku Utara, Maluku, Indonesia",Maluku Utara,Ternate,"Pantai Sulamadaha, Ternate, Maluku Utara","Kota Ternate adalah sebuah kota yang terletak di Provinsi Maluku Utara, Indonesia. Kota Ternate berada di bawah kaki gunung api Gamalama di Pulau Ternate.",gambar_wisata/Pantai_Sulamadaha,gambar_wisata/Pantai_Sulamadaha
pantai,Pantai Sundak,-8.1471841,110.6080799,"Pantai Sundak, Sidoharjo, Tepus, Kabupaten Gunungkidul ꦏꦧꦸꦥꦠꦺꦤ꧀ꦒꦸꦤꦸꦁꦏꦶꦢꦸꦭ꧀, Daerah Istimewa Yogyakarta, Jawa, Indonesia",Daerah Istimewa Yogyakarta,Kabupaten Gunungkidul ꦏꦧꦸꦥꦠꦺꦤ꧀ꦒꦸꦤꦸꦁꦏꦶꦢꦸꦭ꧀,"Pantai Sundak, Kabupaten Gunungkidul ꦏꦧꦸꦥꦠꦺꦤ꧀ꦒꦸꦤꦸꦁꦏꦶꦢꦸꦭ꧀, Daerah Istimewa Yogyakarta",Deskripsi tidak ditemukan,gambar_wisata/Pantai_Sundak,gambar_wisata/Pantai_Sundak
pantai,Pantai Tambakrejo,-8.3159075,112.1444142,"Pantai Tambakrejo, Jalan Pantai, Tambakrejo, Blitar, Jawa Timur, Jawa, Indonesia",Jawa Timur,Blitar,"Pantai Tambakrejo, Blitar, Jawa Timur","Pantai Tambakrejo merupakan sebuah pantai yang berada di Desa Tambakrejo, Kecamatan Wonotirto, Kabupaten Blitar, Jawa Timur.
Pantai berpasir putih yang terletak kurang lebih 30 km sebelah selatan Kota Blitar ini terletak di sebuah teluk dengan garis pantai mencapai 10 km.",gambar_wisata/Pantai_Tambakrejo,gambar_wisata/Pantai_Tambakrejo
pantai,Pantai Tanah Merah,-1.0475821,117.1014597,"Jalan Pantai Tanah Merah, Tanjung Harapan, Kutai Kartanegara, Kalimantan Timur, Kalimantan, Indonesia",Kalimantan Timur,Kutai Kartanegara,"Pantai Tanah Merah, Kutai Kartanegara, Kalimantan Timur","Kabupaten Kutai Timur adalah salah satu kabupaten di provinsi Kalimantan Timur, Indonesia. Ibu kota kabupaten ini terletak di Sangatta.",gambar_wisata/Pantai_Tanah_Merah,gambar_wisata/Pantai_Tanah_Merah
pantai,Pantai Tanjung,-2.9327697,132.2991496,"Wagom Pantai, Tanjung Wagom, Wagom Pantai, Fakfak, Papua Barat, Western New Guinea, 98100, Indonesia",Papua Barat,Fakfak,"Pantai Tanjung, Fakfak, Papua Barat","Kota Sorong adalah ibu kota provinsi Papua Barat Daya, Indonesia. Kota ini dikenal dengan sebutan Kota Minyak, di mana Nederlands Nieuw-Guinea Petroleum Maatschappij (NNGPM) mulai melakukan aktivitas pengeboran minyak bumi di Sorong sejak tahun 1935.",gambar_wisata/Pantai_Tanjung,gambar_wisata/Pantai_Tanjung
pantai,Pantai Teleng Ria,-8.2211573,111.0788703,"Pantai Teleng Ria, Pacitan, Jawa Timur, Jawa, Indonesia",Jawa Timur,Pacitan,"Pantai Teleng Ria, Pacitan, Jawa Timur","Kabupaten Pacitan (bahasa Jawa: Hanacaraka: ꦥꦕꦶꦠꦤ꧀, Pegon: ڤاچيتان; pengucapan bahasa Jawa: [paˈt͡ʃit̪an]) adalah sebuah wilayah kabupaten yang terletak di Provinsi Jawa Timur, Indonesia. Ibu kotanya adalah Kecamatan Pacitan.",gambar_wisata/Pantai_Teleng_Ria,gambar_wisata/Pantai_Teleng_Ria
pantai,Pantai Teluk Lombok,0.3774549,117.5599753,"Pantai Teluk Lombok, Kutai Timur, Kalimantan Timur, Kalimantan, Indonesia",Kalimantan Timur,Kutai Timur,"Pantai Teluk Lombok, Kutai Timur, Kalimantan Timur","Kabupaten Kutai Timur adalah salah satu kabupaten di provinsi Kalimantan Timur, Indonesia. Ibu kota kabupaten ini terletak di Sangatta.",gambar_wisata/Pantai_Teluk_Lombok,gambar_wisata/Pantai_Teluk_Lombok
pantai,Pantai Teluk Penyu,-7.7344586,109.0212913,"Pantai Teluk penyu, Jalan Penyu, RW 15 Kelurahan Cilacap, Cilacap, Kelurahan Cilacap Kecamatan Cilacap, Cilacap, Jawa Tengah, Jawa, 53212, Indonesia",Jawa Tengah,Kelurahan Cilacap Kecamatan Cilacap,"Pantai Teluk Penyu, Kelurahan Cilacap Kecamatan Cilacap, Jawa Tengah","Kabupaten Cilacap (Hanacaraka: ꦕꦶꦭꦕꦥ꧀, Aksara Sunda: ᮎᮤᮜᮎᮕ᮪, Pegon: سيلاكاب) adalah sebuah wilayah kabupaten yang terletak di Provinsi Jawa Tengah, Indonesia. Kabupaten ini beribukota di Cilacap.",gambar_wisata/Pantai_Teluk_Penyu,gambar_wisata/Pantai_Teluk_Penyu
pantai,Pantai Ternate,0.8626597,127.3352817,"Pantai Sulamadaha, Ternate, Maluku Utara, Maluku, Indonesia",Maluku Utara,Ternate,"Pantai Ternate, Ternate, Maluku Utara","Kota Ternate adalah sebuah kota yang terletak di Provinsi Maluku Utara, Indonesia. Kota Ternate berada di bawah kaki gunung api Gamalama di Pulau Ternate.",gambar_wisata/Pantai_Ternate,gambar_wisata/Pantai_Ternate
pantai,Pantai Tikus Emas,-1.8867156,106.175657,"Pantai Tikus Emas, Bangka, Kepulauan Bangka Belitung, Sumatera, Indonesia",Kepulauan Bangka Belitung,Bangka,"Pantai Tikus Emas, Bangka, Kepulauan Bangka Belitung",Deskripsi tidak ditemukan,gambar_wisata/Pantai_Tikus_Emas,gambar_wisata/Pantai_Tikus_Emas
pantai,Pantai Timang,-8.1756475,110.6632846,"Pantai Timang, Purwodadi, Tepus, Kabupaten Gunungkidul ꦏꦧꦸꦥꦠꦺꦤ꧀ꦒꦸꦤꦸꦁꦏꦶꦢꦸꦭ꧀, Daerah Istimewa Yogyakarta, Jawa, Indonesia",Daerah Istimewa Yogyakarta,Kabupaten Gunungkidul ꦏꦧꦸꦥꦠꦺꦤ꧀ꦒꦸꦤꦸꦁꦏꦶꦢꦸꦭ꧀,"Pantai Timang, Kabupaten Gunungkidul ꦏꦧꦸꦥꦠꦺꦤ꧀ꦒꦸꦤꦸꦁꦏꦶꦢꦸꦭ꧀, Daerah Istimewa Yogyakarta",Deskripsi tidak ditemukan,gambar_wisata/Pantai_Timang,gambar_wisata/Pantai_Timang
pantai,Pantai Waisai,-0.4284786,130.8219783,"Pantai WTC (WAISAI TORANG CINTA), Waisai, Raja Ampat, Papua Barat Daya, Western New Guinea, 98482, Indonesia",Papua Barat Daya,Raja Ampat,"Pantai Waisai, Raja Ampat, Papua Barat Daya","Kota Waisai adalah salah satu distrik yang berada di Kabupaten Raja Ampat, provinsi Papua Barat Daya, Indonesia. Kota Waisai juga merupakan ibu kota dan pusat pemerintahan Kabupaten Raja Ampat.",gambar_wisata/Pantai_Waisai,gambar_wisata/Pantai_Waisai
pantai,Pantai Wakatobi,-5.3662198,123.4998643,"Pantai Oawolio, Wakatobi, Sulawesi Tenggara, Sulawesi, Indonesia",Sulawesi Tenggara,Wakatobi,"Pantai Wakatobi, Wakatobi, Sulawesi Tenggara","Kabupaten Wakatobi adalah salah satu kabupaten di provinsi Sulawesi Tenggara, Indonesia. Ibu kota kabupaten ini terletak di Kecamatan Wangiwangi, dibentuk berdasarkan Undang-undang Republik Indonesia Nomor 29 Tahun 2003, tanggal 18 Desember 2003.",gambar_wisata/Pantai_Wakatobi,gambar_wisata/Pantai_Wakatobi
pantai,Pantai Watu Karung,-8.2402291,110.9828998,"Pantai Kasap, Watu Karung, Pacitan, Jawa Timur, Jawa, Indonesia",Jawa Timur,Pacitan,"Pantai Watu Karung, Pacitan, Jawa Timur","Kabupaten Pacitan (bahasa Jawa: Hanacaraka: ꦥꦕꦶꦠꦤ꧀, Pegon: ڤاچيتان; pengucapan bahasa Jawa: [paˈt͡ʃit̪an]) adalah sebuah wilayah kabupaten yang terletak di Provinsi Jawa Timur, Indonesia. Ibu kotanya adalah Kecamatan Pacitan.",gambar_wisata/Pantai_Watu_Karung,gambar_wisata/Pantai_Watu_Karung
pantai,Pantai Wediombo,-8.1873165,110.7103524,"Pantai Wediombo, Jepitu, Girisubo, Kabupaten Gunungkidul ꦏꦧꦸꦥꦠꦺꦤ꧀ꦒꦸꦤꦸꦁꦏꦶꦢꦸꦭ꧀, Daerah Istimewa Yogyakarta, Jawa, Indonesia",Daerah Istimewa Yogyakarta,Kabupaten Gunungkidul ꦏꦧꦸꦥꦠꦺꦤ꧀ꦒꦸꦤꦸꦁꦏꦶꦢꦸꦭ꧀,"Pantai Wediombo, Kabupaten Gunungkidul ꦏꦧꦸꦥꦠꦺꦤ꧀ꦒꦸꦤꦸꦁꦏꦶꦢꦸꦭ꧀, Daerah Istimewa Yogyakarta",Deskripsi tidak ditemukan,gambar_wisata/Pantai_Wediombo,gambar_wisata/Pantai_Wediombo
rumah adat,Rumah Adat Banjar Kalimantan Selatan,-2.634037,115.0957531,"Rumah Adat Banjar Bubungan Tinggi Habirau, Jalan Raya Negara, Habirau, Hulu Sungai Selatan, Kalimantan Selatan, Kalimantan, Indonesia",Kalimantan Selatan,Hulu Sungai Selatan,"Rumah Adat Banjar Kalimantan Selatan, Hulu Sungai Selatan, Kalimantan Selatan","Kalimantan Selatan  adalah sebuah provinsi yang berada di pulau Kalimantan, Indonesia. Sejak 16 Maret 2022, ibu kota provinsi ini resmi dipindah ke Kota Banjarbaru untuk menggantikan Kota Banjarmasin.",gambar_wisata/Rumah_Adat_Banjar_Kalimantan_Selatan,gambar_wisata/Rumah_Adat_Banjar_Kalimantan_Selatan
rumah adat,Rumah Adat Buton Baubau,-4.6872524,123.0221566,"Rumah Adat Lambale, Jalan Poros Ereke-Baubau, Kulisusu Barat, Kotawo, Kulisusu Barat, Buton Utara, Sulawesi Tenggara, Sulawesi, Indonesia",Sulawesi Tenggara,Buton Utara,"Rumah Adat Buton Baubau, Buton Utara, Sulawesi Tenggara","Suku Buton (Jawi: سوكو بوتون ) adalah suku bangsa yang menempati wilayah Sulawesi Tenggara tepatnya di Kepulauan Buton. Suku Buton juga dapat ditemui dengan jumlah yang signifikan di luar Sulawesi Tenggara seperti di Maluku Utara, Kalimantan Timur, Kepulauan Riau, Maluku, dan Papua dikarenakan migrasi orang Buton di akhir tahun 1920-an.",gambar_wisata/Rumah_Adat_Buton_Baubau,gambar_wisata/Rumah_Adat_Buton_Baubau
rumah adat,Rumah Adat Dayak Kalimantan,0.3852633,109.9339283,"Radakng Aya Landak (Rumah Adat Dayak), Vila Del Fia, Ngabang, Landak, Kalimantan Barat, Kalimantan, 79357, Indonesia",Kalimantan Barat,Landak,"Rumah Adat Dayak Kalimantan, Landak, Kalimantan Barat","Kalimantan Barat adalah sebuah provinsi di Indonesia, yang berada di pulau Kalimantan, dengan ibu kota atau pusat pemerintahan berada di kota Pontianak. 
Luas wilayah provinsi Kalimantan Barat adalah 147.307,00 km² (7,53% luas Indonesia).",gambar_wisata/Rumah_Adat_Dayak_Kalimantan,gambar_wisata/Rumah_Adat_Dayak_Kalimantan
rumah adat,Rumah Adat Enrekang Sulawesi Selatan,-3.6103967,119.8797063,"Rumah Adat Matakali, Jalan Poros Maiwa - Bungin, Matakali, Maiwa, Enrekang, Sulawesi Selatan, Sulawesi, Indonesia",Sulawesi Selatan,Sulawesi,"Rumah Adat Enrekang Sulawesi Selatan, Sulawesi, Sulawesi Selatan","Sulawesi Selatan (diakronimkan: Sulsel; Lontara: ᨔᨘᨒᨓᨙᨔᨗ ᨔᨛᨒᨈ ) adalah sebuah provinsi di semenanjung bagian selatan pulau Sulawesi, Indonesia. Kepulauan Selayar di bagian selatan pulau Sulawesi juga merupakan bagian dari provinsi tersebut.",gambar_wisata/Rumah_Adat_Enrekang_Sulawesi_Selatan,gambar_wisata/Rumah_Adat_Enrekang_Sulawesi_Selatan
rumah adat,Rumah Adat Gadang Sumatera Barat,-1.4595663,101.0315028,"rumah adat, Pasir Talang, Solok Selatan, Sumatera Barat, Sumatera, Indonesia",Sumatera Barat,Solok Selatan,"Rumah Adat Gadang Sumatera Barat, Solok Selatan, Sumatera Barat","Sumatera Barat (diakronimkan: Sumbar) adalah sebuah provinsi di Indonesia yang terletak di Pulau Sumatra dengan ibu kota Padang. Provinsi Sumatera Barat terletak sepanjang pesisir barat Sumatra bagian tengah, dataran tinggi Bukit Barisan di sebelah timur, dan sejumlah pulau di lepas pantainya seperti Kepulauan Mentawai.",gambar_wisata/Rumah_Adat_Gadang_Sumatera_Barat,gambar_wisata/Rumah_Adat_Gadang_Sumatera_Barat
rumah adat,Rumah Adat Lamin Kalimantan Timur,0.1978164,117.4729648,"Rumah Adat Lamin Kutai Guntung, Jalan Tari Gong, Guntung, Bontang, Kalimantan Timur, Kalimantan, 75321, Indonesia",Kalimantan Timur,Bontang,"Rumah Adat Lamin Kalimantan Timur, Bontang, Kalimantan Timur","Kalimantan Timur adalah sebuah Provinsi di pulau Kalimantan, Indonesia. Luas total Kalimantan Timur adalah 127.346,92 km².",gambar_wisata/Rumah_Adat_Lamin_Kalimantan_Timur,gambar_wisata/Rumah_Adat_Lamin_Kalimantan_Timur
rumah adat,Rumah Adat Toraja,-3.0044673,119.9566412,"rumah adat toraja, Jalan Potos Buntao - Sangalla, Buntao Pitung Penanian, Toraja Utara, Sulawesi Selatan, Sulawesi, Indonesia",Sulawesi Selatan,Toraja Utara,"Rumah Adat Toraja, Toraja Utara, Sulawesi Selatan","Kabupaten Toraja Utara adalah sebuah kabupaten di Provinsi Sulawesi Selatan, Indonesia. Ibu kota kabupaten ini berada di Kecamatan Rantepao.",gambar_wisata/Rumah_Adat_Toraja,gambar_wisata/Rumah_Adat_Toraja
rumah adat,Rumah Adat Toraja Utara,-2.9860708,119.9527722,"rumah adat, Jalan Andi Achmand, Tondon, Toraja Utara, Sulawesi Selatan, Sulawesi, 91813, Indonesia",Sulawesi Selatan,Toraja Utara,"Rumah Adat Toraja Utara, Toraja Utara, Sulawesi Selatan","Kabupaten Toraja Utara adalah sebuah kabupaten di Provinsi Sulawesi Selatan, Indonesia. Ibu kota kabupaten ini berada di Kecamatan Rantepao.",gambar_wisata/Rumah_Adat_Toraja_Utara,gambar_wisata/Rumah_Adat_Toraja_Utara
taman,Taman Anggrek Mall,-6.1783746,106.7922761,"Mall Taman Anggrek, Kav. 21, Jalan Tanjung Duren Timur II, RW 07, Tanjung Duren Selatan, Grogol Petamburan, Jakarta Barat, Daerah Khusus ibukota Jakarta, Jawa, 11470, Indonesia",,Daerah Khusus ibukota Jakarta,"Taman Anggrek Mall, Daerah Khusus ibukota Jakarta, nan","Kota Tegal (bahasa Jawa: Hanacaraka: ꦠꦼꦒꦭ꧀, Pegon تٓڮل, Hanzi: 直葛, Belanda: Tagal) adalah sebuah satu kota di Provinsi Jawa Tengah, Indonesia. Kota ini pernah menjadi cikal-bakal berdirinya Korps Marinir seperti tercatat dalam Pangkalan IV ALRI Tegal dengan nama Corps Mariniers, pada 15 November 1945.",gambar_wisata/Taman_Anggrek_Mall,gambar_wisata/Taman_Anggrek_Mall
taman,Taman Ayodya,-6.2452139,106.7945886,"Taman Ayodya, Kramat Pela, Kebayoran Baru, Jakarta Selatan, Daerah Khusus ibukota Jakarta, Jawa, Indonesia",,Daerah Khusus ibukota Jakarta,"Taman Ayodya, Daerah Khusus ibukota Jakarta, nan",Deskripsi tidak ditemukan,gambar_wisata/Taman_Ayodya,gambar_wisata/Taman_Ayodya
taman,Taman Ayun,-8.5418493,115.1724926,"Pura Taman Ayun, 10, Gang Nuri VI, Gulingan, Badung, Bali, Nusa Tenggara, 80351, Indonesia",Bali,Badung,"Taman Ayun, Badung, Bali",Deskripsi tidak ditemukan,gambar_wisata/Taman_Ayun,gambar_wisata/Taman_Ayun
taman,Taman Bunga Nusantara,-6.7277478,107.0794088,"Taman Bunga Nusantara, Kawungluwuk, Cianjur, Jawa Barat, Jawa, Indonesia",Jawa Barat,Cianjur,"Taman Bunga Nusantara, Cianjur, Jawa Barat","Taman Bunga Nusantara adalah sebuah taman bunga seluas 35 hektare yang terletak dekat Gunung Gede Pangrango dan Kebun Teh Bogor dengan jarak tempuh sekitar 2,5 - 3 jam perjalanan dari Jakarta, tepatnya berada di antara dua desa yaitu, Kawungluwuk, Sukaresmi, Cianjur dengan Sukawangi, Sukamakmur, Jonggol. Di taman ini disimpan berbagai tipe bunga dari seluruh dunia yang tumbuh di tempat ini, dalam hal ini terutama budi daya anggrek.",gambar_wisata/Taman_Bunga_Nusantara,gambar_wisata/Taman_Bunga_Nusantara
taman,Taman Cagar Alam Gunung Ambang,0.7518555,124.4170723,"Taman Wisata Alam Gunung Ambang, Moat, Bolaang Mongondow Timur, Sulawesi Utara, Sulawesi, Indonesia",Sulawesi Utara,Bolaang Mongondow Timur,"Taman Cagar Alam Gunung Ambang, Bolaang Mongondow Timur, Sulawesi Utara","Semenanjung Minahasa atau Semenanjung Utara Sulawesi adalah semenanjung yang terletak di bagian lengan utara pulau Sulawesi di Indonesia.
Luasnya lebih dari 40 ribu km², populasinya sekitar 4,5 juta orang.",gambar_wisata/Taman_Cagar_Alam_Gunung_Ambang,gambar_wisata/Taman_Cagar_Alam_Gunung_Ambang
taman,Taman Hutan Raya Ir. H. Juanda,-6.8411686,107.6503782,"Taman Hutan Raya Ir. H. Juanda, Coblong, Langensari, Bandung Barat, Jawa Barat, Jawa, Indonesia",Jawa Barat,Bandung Barat,"Taman Hutan Raya Ir. H. Juanda, Bandung Barat, Jawa Barat","Taman Hutan Raya Ir. H. Djuanda (Tahura Djuanda) merupakan kawasan konservasi yang terpadu antara alam sekunder dengan hutan tanaman dengan jenis Pinus (Pinus merkusil) yang terletak di Sub-Daerah Aliran Sungai Cikapundung dan DAS Citarum yang membentang mulai dari Curug Dago, Dago Pakar sampai Curug Maribaya yang merupakan bagian dari kelompok hutan Gunung Pulosari.",gambar_wisata/Taman_Hutan_Raya_Ir._H._Juanda,gambar_wisata/Taman_Hutan_Raya_Ir._H._Juanda
taman,Taman Ismail Marzuki,-6.1891551,106.8398854,"Taman Ismail Marzuki, 73, Cikini, Menteng, Jakarta Pusat, Daerah Khusus ibukota Jakarta, Jawa, 10330, Indonesia",,Daerah Khusus ibukota Jakarta,"Taman Ismail Marzuki, Daerah Khusus ibukota Jakarta, nan","Berikut adalah daftar kunjungan kerja yang dilakukan oleh Joko Widodo, saat ia menjabat sebagai Presiden Indonesia ke-7 sejak 20 Oktober 2014 sampai 20 Oktober 2024.",gambar_wisata/Taman_Ismail_Marzuki,gambar_wisata/Taman_Ismail_Marzuki
taman,Taman Jepun,-8.6675057,115.2443466,"Istana Taman Jepun, 104H-106H, Jalan Hayam Wuruk, Denpasar Timur, Denpasar ᬤᬾᬦ᭄ᬧᬲᬃ, Bali, Nusa Tenggara, 80235, Indonesia",Bali,Denpasar ᬤᬾᬦ᭄ᬧᬲᬃ,"Taman Jepun, Denpasar ᬤᬾᬦ᭄ᬧᬲᬃ, Bali",Deskripsi tidak ditemukan,gambar_wisata/Taman_Jepun,gambar_wisata/Taman_Jepun
taman,Taman Kota Bontang,0.1355253,117.4678902,"Kantor PDAM Tirta Taman Kota Bontang, Jalan Brigadir Jenderal Katamso, Belimbing, Bontang, Kalimantan Timur, Kalimantan, 75313, Indonesia",Kalimantan Timur,Bontang,"Taman Kota Bontang, Bontang, Kalimantan Timur","Kota Bontang adalah sebuah kota di provinsi Kalimantan Timur, Indonesia. Kota ini terletak sekitar 120 kilometer dari Kota Samarinda, berbatasan langsung dengan Kabupaten Kutai Timur di bagian utara dan barat, Kabupaten Kutai Kartanegara di selatan dan Selat Makassar di timur.",gambar_wisata/Taman_Kota_Bontang,gambar_wisata/Taman_Kota_Bontang
taman,Taman Kota Kendari,-3.9736474,122.5129244,"Taman Kota Kendari, Mandonga, Kendari, Sulawesi Tenggara, Sulawesi, Indonesia",Sulawesi Tenggara,Kendari,"Taman Kota Kendari, Kendari, Sulawesi Tenggara","Kabupaten Wakatobi adalah salah satu kabupaten di provinsi Sulawesi Tenggara, Indonesia. Ibu kota kabupaten ini terletak di Kecamatan Wangiwangi, dibentuk berdasarkan Undang-undang Republik Indonesia Nomor 29 Tahun 2003, tanggal 18 Desember 2003.",gambar_wisata/Taman_Kota_Kendari,gambar_wisata/Taman_Kota_Kendari
